n,CATT_bias,CATT_RMSE,CI_coverage,CI_width,SR_ub
500,-0.009278677153751191,0.31113196399208326,0.846,0.9238332569801939,3.3318950652968136
2000,0.0052540551840514205,0.15617198757013168,0.983,0.9241648895528219,3.3318950652968136
10000,-0.003991716144267299,0.06627539978661738,1.0,0.9157177568545584,3.3318950652968136
50000,-0.00028225676567306124,0.0308756771922608,1.0,0.9171045356121785,3.3318950652968136
