n,Overlay_mean,Overlay_bias,Overlay_RMSE,OLS_mean,OLS_bias,ITT_mean,ITT_bias
2000,2.03311741896142,-0.006857745573910279,0.08995713665040206,2.053384461062809,0.013409296527478798,1.0120123851786327,-1.0279627793566977
10000,2.0415306006301064,0.0015554360947760415,0.043478203197554514,2.056712487007291,0.01673732247196069,1.0172271148995256,-1.0227480496358048
50000,2.0411612006844377,0.0011860361491073945,0.017493230235529646,2.056836602405338,0.016861437870007823,1.0166889258613738,-1.0232862386739565
