p,True_MTE,Estimated,Bias,SD,RMSE
0.2,1.6,1.5298986724807495,-0.07010132751925058,0.1790470265470601,0.19228113229150923
0.3,1.4,1.392147706015164,-0.007852293984836,0.14507983912175976,0.14529218231006094
0.4,1.2,1.1999900705472502,-9.929452749801726e-06,0.12602381818250596,0.12602381857367817
0.5,1.0,1.0006647099594714,0.0006647099594714323,0.09164551548146929,0.09164792603869684
0.6,0.8,0.7927698704772166,-0.007230129522783457,0.12370529191258563,0.12391639931863033
0.7,0.6000000000000001,0.582410930193238,-0.017589069806762114,0.12112971136951811,0.12240009131177115
0.8,0.3999999999999999,0.4594489050409188,0.059448905040918876,0.16356875545832267,0.17403709395628494
