n,CATT_bias,CATT_RMSE,CI_coverage,CI_width,SR_ub
500,-0.002410662285354581,0.3030773572811309,0.93,1.0133707444735869,3.333989017840175
2000,-0.00015490938506901308,0.15044408588491082,0.997,1.0071184261116461,3.333989017840175
10000,-0.0011135292271160502,0.06797027521108631,1.0,1.0044735553256496,3.333989017840175
50000,0.0017067616236379202,0.029795203855110253,1.0,1.0065299053559829,3.333989017840175
