e,e_obs,SR_true,SR_ub_mean,CI_cov,CI_width
0.1,0.0998151151541129,1.900017961119306,10.027055468548642,1.0,1.7199286946452903
0.3,0.2999374457025285,1.7008643844026354,3.3348148907741098,1.0,1.1917796741500328
0.6,0.5998597877306258,1.400500414640895,1.667172582742976,1.0,0.5611237804314475
