p,MTE_true,MTE_hat_mean,Bias,SD,RMSE
0.2,1.3479868923516647,1.1972670824043672,-0.1507198099472975,0.13186626025766165,0.20026275665957172
0.3,0.9035826357366064,0.9663942840468004,0.06281164831019403,0.10769492497847931,0.12467357390226602
0.4,0.6056895539839662,0.648980067193352,0.04329051320938582,0.08483479343011514,0.09524185377376017
0.5,0.4060058497098381,0.4456361965526389,0.03963034684280081,0.06253202638516292,0.07403255172365332
0.6,0.27215385986823754,0.28643897610281865,0.014285116234581119,0.08494602270759986,0.08613879102747823
0.7,0.1824301878756539,0.17598952340654703,-0.006440664469106877,0.10748021988640012,0.10767302273843962
0.8,0.12228661193509863,0.1305783773866376,0.00829176545153898,0.13574914278571196,0.136002143885157
